Series Name,Series Code,COUNTRY,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,1492.855187,2088.209544,2928.448782,2891.322103,2956.561292,3250.92819,3533.791885,3537.471157,3318.288049,3447.33097,3766.511335,3992.223842
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,1204.071642,440.538684,3289.957586,2749.551371,2847.087948,3453.267277,4156.44982,4405.334182,4375.778893,5274.605822,5715.280221,6650.647957
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,81813.01979,81763.82767,195772.7243,170338.6804,174412.4945,173611.6879,193968.0901,199382.8386,182537.3874,235132.7842,240862.1824,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,1184.762914,463.8538819,4211.939436,3919.351213,3690.756778,3708.248221,4165.022821,4394.94715,4041.174146,4566.14013,5045.504726,5764.802813
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,..,1627.065119,7387.872969,6517.192675,7033.439624,7803.358245,8850.374925,8909.653876,7677.371321,9465.96153,10093.4387,12016.90742
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1219.424438,1492.377075,3430.534424,3139.228271,3132.952148,3288.502686,3492.672607,3498.582764,3258.269043,3767.524902,3441.991455,3672.112305
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,..,333.7751383,690.4432181,603.8385138,435.760991,464.2947213,510.3800064,512.2157569,456.5819184,504.0377587,558.2985925,608.4427076
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,52.74855591,195.5509957,1283.106492,1157.783961,1219.801439,1263.246055,1288.506778,1415.248986,1478.872786,1233.22777,1149.018961,1187.567064
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,2037.910472,2156.090245,5544.104068,4965.672765,4614.892075,5453.570623,5687.381043,5126.176143,4252.04172,4901.875889,4895.680661,4742.783827
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,5789.99536,2595.256851,9063.00223,7587.25441,8528.630151,9361.037397,10985.8744,10316.52782,10124.70062,14018.88584,12142.76993,12060.07811
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,184.9236455,223.7118919,827.7447084,882.3076616,880.2248936,1027.965477,1161.534352,1185.682318,1139.189895,1229.394204,1348.15719,1324.031984
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,21290.86038,26214.49855,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,58727.87055,57025.01246,62536.73203
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,14800.79125,16039.16917,39675.56648,32428.57223,32286.9105,33876.32909,36495.19594,34934.57943,34877.63563,37247.49312,35745.84892,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13663.02162,13641.10272,44578.22539,38639.35019,40070.89566,42913.18696,43228.69765,42747.20993,41785.69229,49624.18167,48216.50958,48527.82892
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,262.6584565,997.3379696,1913.521348,2025.324776,2079.453735,2127.28572,1981.85912,1905.640917,1877.108555,2064.664619,2252.310206,2530.291072
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,419.6038954,192.8777258,560.7544752,481.1113011,497.0361208,514.543398,568.5996597,549.8161278,564.8416623,590.6294948,588.8990483,618.287229
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,567.5179022,563.0470862,3200.952799,2679.554223,2144.780344,1941.879479,2125.834491,2334.023642,2074.613748,2065.77441,2162.633732,1621.123515
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,2299.044329,1861.898998,5925.385922,5262.686719,5598.486226,5955.297386,6713.989254,6718.858266,6659.596511,7620.80297,7485.603458,8146.467975
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..,..,16044.43073,17665.10075,24054.91561,30751.64107,25862.75445,23687.27185,17302.92214,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,28242.9814,38178.23688,97666.69518,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,93072.89251,108798.4512,87961.78061
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,6475.41707,8321.393867,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646,25056.79486,23295.32996
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,346.6685155,644.457157,1303.18537,1421.835278,1468.822082,1567.640612,1620.742591,1437.165833,1322.314785,1506.108293,1589.26398,1407.021351
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,6388.694373,7580.646235,13808.22749,16141.16966,17142.12925,16389.85054,16130.82066,15730.55955,14532.55832,12752.8953,13421.97229,14565.33025
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,2626.14328,4099.00654,12837.24796,13669.55944,14382.23238,15185.97248,16156.07429,16472.83175,13293.3332,15491.2898,17357.62863,18661.76733
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,833.0536633,639.2791999,2742.25005,2502.073445,2332.675888,2495.140773,2584.327802,2593.775554,2446.084687,2624.60411,3115.922923,2994.453327
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1431.8392,1728.340743,6629.416993,5861.401895,5759.042198,6136.058301,6242.961454,5807.838794,5353.348065,5959.441794,6187.06603,6260.455191
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,1194.548315,1941.31826,6614.83082,6180.119268,6163.860425,6676.308793,6912.103988,6956.495749,6047.475464,6713.662054,7239.111311,7789.870975
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,820.4871803,1073.264436,2935.928598,2974.296917,3038.152037,3077.434419,3194.672701,3413.849044,3224.422811,3460.539382,3499.10728,3725.551205
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,1731.209509,4501.479961,14181.94868,12560.05142,12378.81281,13815.50116,15504.50751,15700.01358,15816.81905,18050.27789,18732.49773,22112.86157
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,7884.617988,11526.37207,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24661.16649,24515.26575,27275.11155
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,8652.507492,16192.12697,28981.45733,29763.4883,30627.1634,31108.75275,31615.06679,32916.8668,31427.42911,32619.25042,35268.0791,36779.05949
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,16664.83143,27494.77133,93126.14946,66984.9102,58467.23557,59407.69805,66264.08117,62827.39696,52315.66008,66858.74172,87480.41971,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,1648.48523,1659.929049,10031.34215,8976.954489,9404.381259,10727.97086,12494.42358,12957.99911,13047.45666,14946.62497,15692.30717,18419.41871
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,3494.063232,1771.594116,14055.47266,9277.713867,8663.158203,10658.91309,11211.8877,11447.70117,10108.32715,12521.52246,15445.24219,13817.0459
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,348.3878303,255.0974129,724.7219737,733.8133793,728.8027579,756.5476411,769.0753443,806.332472,773.9318006,822.2680412,966.5712933,1000.218923
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,747.7808483,1406.765683,3948.728022,4048.467113,4105.810905,4261.640343,4189.052191,4308.300729,4042.722752,3857.689742,3745.560367,4139.029587
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..,37473.78698,50133.60652,42281.81125,43398.42853,44885.51784,48464.52465,47287.39839,45321.48922,54982.45171,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,991.3159526,530.2085727,1484.170105,1292.733055,1428.257908,1547.82271,1815.605495,1924.40815,2155.265868,2350.452701,2386.696176,2601.790547
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,7349.697935,8795.261669,23862.79869,20442.36256,19930.41114,20910.48213,24175.58164,23405.70874,20398.06143,24315.61533,30447.88232,28894.96335
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,980.7545621,619.6421235,1417.094987,1238.1264,1290.749971,1385.199214,1484.22707,1462.678353,1492.475903,1630.695072,1594.985153,1745.972068
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,..,914.7857199,6600.056211,5588.979444,5765.203352,6292.546549,7252.403668,7417.206608,7733.803469,9232.957705,9537.684319,11360.95951
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,5642.072897,8063.655006,15188.19022,15333.10517,16566.9946,17480.36519,18440.23405,19141.51187,14041.47541,14982.91115,17167.19098,17879.23965
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,150.1932538,138.7139416,702.3385877,581.2934118,515.4478396,484.4561288,519.6499639,506.6069138,493.4322406,504.6212876,475.7957278,433.3741743
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,11861.75616,23852.83895,57564.80231,55645.60686,56899.91818,61162.09739,66840.63734,66081.71992,61466.80368,79601.41296,88428.70242,84734.25592
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,36136.69917,36519.99266,36597.69201,35043.69087,32341.92343,35509.49473,30642.57994,33238.45587,37592.66081,39432.63812
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,2405.53516,5426.624281,18719.98814,16390.88217,16563.4405,17585.197,19486.39368,19381.89055,19553.26096,21765.7225,21279.45892,24470.23854
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,9918.081194,10201.30354,24247.17332,20890.16643,21678.35947,23514.02546,26123.74713,26042.44635,25558.42905,29331.0647,28439.3341,32163.51142
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,662.852836,976.428269,2235.733703,2134.805418,2196.283891,2283.579051,2450.482888,2398.77305,2222.462119,2151.293017,2162.66613,2203.179126
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,147.3450402,391.3101125,491.1898041,507.4829155,517.0975815,555.1851236,537.1592902,589.4658919,556.578066,576.5236782,592.103122,643.7500288
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,3160.878161,3241.661396,6965.137897,6204.929901,5735.066787,6734.475153,7067.724165,6702.526617,5753.066494,7073.612754,6766.481254,6253.161613
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..,1245.149311,1071.777765,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,13804.87679,14749.68742,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26984.29628,30488.82095,29674.54429,32676.98371
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,466.8976566,869.7534886,3885.623616,3990.353117,4107.829775,4388.201906,4360.584735,4082.694049,3846.174496,3999.338002,3342.720125,3827.964806
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,5346.472568,9275.989746,19923.22733,20029.75983,21068.43807,22119.44706,22540.31842,23219.64193,18553.42392,18036.00853,20593.60912,22553.30565
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,4073.264627,5846.975502,10006.55125,10292.73353,10591.875,11280.59303,11585.69187,11714.89755,8356.678555,10213.11544,13030.92895,13980.09408
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,21920.02378,..,..,..,..,19691.61671,..,20320.71688,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,2136.839516,3760.080457,7210.603113,7386.746638,7684.79284,7996.672074,8399.707731,8680.251102,8306.360493,8360.099739,9297.846929,10279.49394
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1301.819092,378.1575012,1338.173096,1355.126099,1082.616577,1014.842468,769.8691406,748.0109253,608.3325195,749.7067871,1102.245361,2272.485596
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,940.9917724,1978.446611,9199.177893,8907.837258,5705.399487,6112.883014,6730.836961,6690.044786,4796.533314,5026.879493,5858.824661,6069.028901
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,30593.67244,29624.91267,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61417.68088,56299.50573,56305.2502
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,39574.53981,38865.02194,88724.99094,83806.4476,82153.07454,82254.37693,85217.36915,84121.93103,85897.78433,93446.43445,93259.90572,99994.93802
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,991.9113749,1161.237082,1071.234204,857.4178848,664.2948472,862.3253276,1111.946829,1123.632353,537.0483709,421.1173452,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,480.553471,137.1819092,1094.43005,970.3625472,801.39384,844.3652169,850.6669272,889.0233407,852.3302021,916.6919671,1076.434691,1188.993038
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,242.7209473,399.3254395,1013.428772,929.7998047,942.8890381,975.9046631,1011.600159,1050.931763,1104.164429,1146.031982,1193.359619,1211.058594
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,1545.276982,2004.107059,5822.377783,5708.794091,5854.463908,6436.78966,7124.55881,7628.576033,7001.850287,7070.512507,6913.050805,7171.808093
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,169.1190173,417.7379434,1221.72396,1322.929094,1349.546777,1285.523976,1241.164485,1583.078603,1663.559629,2741.95082,2389.295875,1648.64729
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,593.3170669,420.6936957,877.1929606,770.1438074,792.4409914,813.3947872,873.565403,848.310125,876.5429724,964.99811,923.2403712,1012.973873
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,1150.281297,1996.515578,4125.425454,4117.931047,3978.437686,4367.256603,4649.613301,4878.978686,4605.970841,4425.971492,4681.679407,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,4001.522284,6120.942704,20473.40403,18508.7705,16139.10526,16258.74893,16328.12689,15642.40672,13705.90023,16056.30204,19629.46534,18332.96402
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,1456.224489,2170.508671,4398.638695,3960.924849,3796.1096,3569.718839,3577.175342,3477.836181,3493.897738,3817.377174,3607.910238,3895.386639
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,2773.269759,4278.263113,12165.22014,11049.99511,10970.04589,10695.5502,9568.83619,9215.440875,8638.739133,9743.213131,10674.50417,12985.75315
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,806.3913503,635.7144663,7685.509859,6208.296655,6163.253406,6354.53283,6721.34954,7344.880204,7330.366288,7885.299896,8792.548504,9190.671543
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,24040.87466,25783.2941,26995.03216,25824.25618,27207.29396,27327.88328,17496.01747,23180.88517,26886.51474,30438.41759
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,1039.30526,1564.014893,3556.379728,3384.383201,3836.073003,4181.436586,4419.259998,4940.050983,4674.911403,5372.760239,5221.53307,5465.102807
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,244.7540723,257.8296057,897.5097286,864.1800593,753.6844055,766.177604,793.1280822,823.0247329,846.7672026,883.8920262,964.3541465,1014.213978
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,1532.504639,658.3446045,3104.653809,2124.662598,2187.727539,2638.325439,3096.5625,3661.457764,3751.737305,4827.845703,4575.975098,5181.362793
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,26682.84981,31855.5006,46865.9646,41525.1389,41054.53957,43063.96748,46722.26872,45376.17084,37629.17417,44332.34005,53707.98008,52976.80838
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,19095.467,28280.92679,47439.61659,44964.39114,40985.23514,40572.12148,43203.81411,42662.53537,40217.00901,46869.75906,45564.15694,48866.60396
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,23888.60001,36329.97026,55304.31553,57040.20821,58206.61419,60322.26142,63201.04585,65548.07078,64317.39891,71055.87619,77246.67388,81695.18707
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,2983.244161,6932.478134,18131.57885,16950.75317,16837.94038,18995.39702,19067.29156,18149.05629,15651.00338,17733.85516,20499.24222,22564.53246
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,651.5036732,558.2268024,2628.460054,2753.971058,2704.677189,1916.764625,1604.258641,1795.201768,1759.307471,1993.424478,2276.161233,2496.107758
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,1119.280015,1416.197027,2861.203154,2643.886886,2757.203306,3032.19703,3076.835315,3076.589886,2917.756849,2978.012598,3128.540422,3367.094639
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,2461.039355,4795.634748,15975.72938,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,96.71929574,394.5831366,2558.778758,2595.234844,2760.717101,2992.071532,3267.225069,3491.09141,3586.347176,3759.948329,4179.01179,4346.768492
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,33045.36438,34007.35294,35324.97489,35365.0693,36663.20876,38633.52989,39411.04525,41976.00831,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,..,1476.17185,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3678.635657,3799.95527,3367.60699
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,945.3239017,519.5916393,1557.601406,1488.416289,1069.817009,893.7165009,701.7148647,693.8165076,626.3091689,583.8490413,698.85035,533.3671235
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,427.4064535,364.0261454,1724.57622,1307.909649,1249.923143,1495.752138,1475.199883,1268.120941,958.2649005,1134.713454,1456.90157,1369.129365
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,868.4901749,565.2843897,1407.034291,1410.329173,1421.787791,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411,1676.821489,1592.416574
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Eastern and Southern,AFE,810.6467001,715.1425073,1678.55361,1498.805084,1346.301281,1485.753579,1558.612079,1508.486886,1356.088871,1545.956697,1642.432039,1672.505957
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Western and Central,AFW,598.3936547,527.2025617,2248.518426,1882.518808,1648.920269,1590.555785,1735.445833,1813.609146,1688.470871,1769.171853,1788.875347,1584.333285
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,2833.221893,2649.772451,7300.599771,6258.607227,6022.882818,6068.603008,6624.834659,6565.98084,5735.509867,6503.793376,7776.62938,7377.398936
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,3544.50013,6622.113618,11359.1649,11629.12077,11175.57372,11576.27697,11845.70337,12173.61081,10101.79046,11732.89755,15296.21298,16810.93502
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,2452.857602,3952.108476,14143.73975,12528.08264,12785.38592,14225.87732,16081.91106,16355.85815,16302.75462,18816.13369,19414.74166,22494.48066
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,901.7413101,1351.509022,3449.005593,3234.225944,3284.231623,3504.864455,3499.784255,3528.996451,3254.227943,3743.858874,4099.075913,4258.917637
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,2634.92725,4090.212513,9695.983116,9586.056625,9856.665624,10454.5358,11312.90854,11484.34101,11487.83281,13141.52866,12909.91874,12927.68381
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,416.373982,955.5066589,6292.346456,6499.96372,6592.517913,7151.274707,7944.759743,8171.965524,8262.927254,9813.484817,9916.804344,9912.696851
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,421.414687,966.8222525,6363.123695,6572.889553,6666.302385,7231.058583,8033.206648,8262.817634,8354.736738,9922.570744,10027.17653,10023.202
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,18709.48898,20005.43676,39594.59529,34118.36594,34889.67172,36878.93706,39754.43547,38904.60706,37915.38336,42527.52421,40835.65476,44368.57554
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,10531.54756,11665.09942,26341.07777,22579.1837,22398.1499,23670.81271,25255.06472,24867.47201,23994.92867,27409.92277,27567.4144,29483.44145
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,1690.133092,1806.71402,7307.046191,6312.150342,6006.367089,6111.394337,5957.826424,6022.632386,5738.254992,6620.203796,7302.238611,8479.056831
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2375.170555,2051.992282,10313.11527,8014.504151,7662.532909,8554.011097,8883.501511,9022.695898,8437.728506,9985.477093,11413.91501,11952.68806
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,15488.30246,16947.75488,35282.51646,30487.65237,31174.75351,33091.38903,35752.58734,35080.9148,34357.11999,38720.87517,37466.69635,40823.87626
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,1139.255781,763.8269307,2396.435887,1845.312304,1663.085171,1690.944042,1852.26631,1923.170689,1725.72176,1792.920664,1913.374228,1828.708359
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,468.2710973,381.7520747,982.6315078,917.7214597,901.3248931,940.7673999,977.2792262,985.5908764,968.1333675,1047.734015,1110.130433,1245.019656
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,16531.82332,22305.77444,39280.62245,36482.99653,36993.53327,38707.93154,40958.37065,41188.77046,40023.7383,44840.3585,46165.61504,48220.03316
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,1030.882088,1475.929268,5978.090348,5541.337594,5528.045431,6048.219173,6378.538854,6465.813281,6185.51926,7301.908086,7681.295257,7845.385362
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,911.6196193,1254.447975,4837.151957,4484.489384,4456.760202,4837.063021,5088.012772,5144.372439,4907.286992,5731.306185,6006.273097,6094.023893
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,517.8677573,609.3777413,2142.382035,1993.789362,1826.226947,1760.542495,1884.9974,1883.546211,1727.911703,1851.471016,1942.51277,1676.989584
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,400.7564738,392.5348962,1068.896689,1042.155355,1077.47597,1135.939154,1181.413995,1214.926317,1201.234019,1274.077829,1339.941954,1417.348659
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,437.2765189,464.3502747,1429.029637,1360.962177,1327.724291,1344.216821,1415.58155,1437.019187,1375.880149,1465.272913,1539.293717,1502.117846
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,1064.033077,1666.798664,8811.760645,8212.743292,8180.741091,9020.042766,9837.552321,9976.983586,9719.118732,11567.22026,12068.21328,12180.24422
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,2495.755388,4462.413347,10540.99063,8719.625753,8417.372109,9256.116264,8978.115902,8771.144538,7386.135057,8516.309601,9618.707432,10681.73309
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,2416.161317,4275.555716,9872.411055,8297.302258,7968.022179,8788.654343,8446.455053,8245.295661,6882.220608,7916.81292,9033.75538,10070.44338
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,2424.430546,4380.788605,10464.88645,8577.804211,8258.399519,9110.901751,8822.124387,8596.417661,7183.584543,8304.280225,9388.72097,10439.52607
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,366.9148115,338.9935662,1033.334449,968.1238895,961.0529416,1026.568708,1066.181355,1098.407539,1082.992921,1152.852423,1267.004415,1307.650175
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,781.0668136,1168.03645,4401.688003,4214.45758,4202.308138,4528.285186,4754.575847,4810.520841,4608.954876,5370.444441,5582.452574,5676.38961
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,465.2571787,323.8649264,743.4951538,714.7715647,642.0480219,654.651268,662.9430169,686.3577993,659.2909788,680.6574778,753.9542668,894.6223895
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,428.7968509,560.5703178,1888.164229,1856.926033,1906.058417,2018.061333,2089.07047,2162.548885,2065.923185,2311.121061,2430.526463,2413.660263
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,2908.241391,3091.713327,8403.789856,7266.659229,7204.573744,7380.405699,7607.522629,7501.968964,6665.217177,7775.551951,9116.772783,8561.886485
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,2205.302927,1671.541675,4385.600914,3862.572205,3887.020073,3821.918887,3568.199409,3536.336615,3215.959068,3672.55692,4147.974632,3821.578957
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,2203.959177,1673.573516,4397.366759,3869.315611,3891.143032,3824.238136,3568.267497,3534.926936,3215.75125,3672.484487,4152.183637,3827.11624
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,807.6279932,1240.460537,4789.175891,4590.10014,4589.787705,4956.250714,5213.902301,5281.783603,5068.539981,5925.770975,6165.896194,6266.777432
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,23653.35132,35151.3424,54877.35456,55701.81244,56617.87381,58796.4689,61512.7065,63584.03774,62186.98991,69147.04917,74980.83321,78675.48093
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,17059.30189,23054.565,38112.0709,35733.34403,36197.21814,37576.61751,39507.11763,39685.56086,38592.77789,42930.77513,43681.73146,46280.58061
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,3608.262567,5264.053801,13014.8596,11597.28561,12007.58394,13168.30781,14244.58839,14212.91398,12862.53408,14917.5934,15844.37006,16459.96619
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,1342.883016,1693.898919,3862.302536,3735.499523,3878.325018,4142.267725,4298.998199,4230.598093,3703.052196,3648.416038,3909.141665,4194.687369
