Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-01-02,3.990000009536743,4.570000171661377,3.859999895095825,4.489999771118164,4.489999771118164,6124200,SNY
2020-01-03,4.46999979019165,4.599999904632568,4.210000038146973,4.440000057220459,4.440000057220459,1709000,SNY
2020-01-06,4.409999847412109,4.71999979019165,4.360000133514404,4.579999923706055,4.579999923706055,2111700,SNY
2020-01-07,4.599999904632568,4.659999847412109,4.53000020980835,4.570000171661377,4.570000171661377,1024000,SNY
2020-01-08,4.559999942779541,4.599999904632568,4.260000228881836,4.28000020980835,4.28000020980835,1790100,SNY
2020-01-09,4.25,4.260000228881836,3.940000057220459,4.010000228881836,4.010000228881836,2095000,SNY
2020-01-10,4.0,4.050000190734863,3.910000085830689,3.930000066757202,3.930000066757202,1682100,SNY
2020-01-13,3.9700000286102295,4.0,3.650000095367432,3.950000047683716,3.950000047683716,1766900,SNY
2020-01-14,3.910000085830689,4.050000190734863,3.7699999809265137,3.990000009536743,3.990000009536743,924700,SNY
2020-01-15,4.46999979019165,4.599999904632568,4.260000228881836,4.380000114440918,4.380000114440918,5107000,SNY
2020-01-16,4.5,4.849999904632568,4.489999771118164,4.78000020980835,4.78000020980835,4380200,SNY
2020-01-17,4.880000114440918,5.809999942779541,4.760000228881836,5.739999771118164,5.739999771118164,9559900,SNY
2020-01-21,9.149999618530272,9.989999771118164,7.320000171661377,9.81999969482422,9.81999969482422,55305200,SNY
2020-01-22,8.380000114440918,8.5,6.800000190734863,7.090000152587891,7.090000152587891,16921200,SNY
2020-01-23,7.880000114440918,8.140000343322754,7.239999771118164,7.659999847412109,7.659999847412109,16709400,SNY
2020-01-24,7.989999771118164,8.119999885559082,7.510000228881836,7.800000190734863,7.800000190734863,10553600,SNY
2020-01-27,9.229999542236328,9.31999969482422,8.3100004196167,8.5,8.5,16742100,SNY
2020-01-28,8.010000228881836,8.170000076293945,7.010000228881836,7.170000076293945,7.170000076293945,8664300,SNY
2020-01-29,7.21999979019165,7.340000152587891,6.260000228881836,6.840000152587891,6.840000152587891,5591100,SNY
2020-01-30,7.03000020980835,7.099999904632568,6.730000019073486,7.0,7.0,3738800,SNY
2020-01-31,7.210000038146973,7.789999961853027,6.789999961853027,7.619999885559082,7.619999885559082,6765900,SNY
2020-02-03,7.260000228881836,7.429999828338623,6.75,6.809999942779541,6.809999942779541,4195600,SNY
2020-02-04,6.630000114440918,7.070000171661377,6.550000190734863,7.010000228881836,7.010000228881836,4168300,SNY
2020-02-05,6.900000095367432,7.010000228881836,6.590000152587891,6.96999979019165,6.96999979019165,2158500,SNY
2020-02-06,6.889999866485596,6.980000019073486,6.710000038146973,6.840000152587891,6.840000152587891,1457600,SNY
2020-02-07,6.760000228881836,6.889999866485596,6.260000228881836,6.309999942779541,6.309999942779541,2607200,SNY
2020-02-10,6.429999828338623,7.389999866485596,6.429999828338623,7.019999980926514,7.019999980926514,6183600,SNY
2020-02-11,6.929999828338623,7.349999904632568,6.699999809265137,7.210000038146973,7.210000038146973,2429000,SNY
2020-02-12,7.199999809265137,7.690000057220459,7.110000133514404,7.309999942779541,7.309999942779541,2715000,SNY
2020-02-13,7.599999904632568,8.050000190734863,7.510000228881836,7.789999961853027,7.789999961853027,4408600,SNY
2020-02-14,8.050000190734863,8.079999923706055,7.320000171661377,7.679999828338623,7.679999828338623,2732800,SNY
2020-02-18,7.690000057220459,8.180000305175781,7.559999942779541,7.989999771118164,7.989999771118164,2577100,SNY
2020-02-19,7.860000133514404,8.029999732971191,7.630000114440918,7.949999809265137,7.949999809265137,2132000,SNY
2020-02-20,7.880000114440918,8.0600004196167,7.760000228881836,7.940000057220459,7.940000057220459,2355000,SNY
2020-02-21,7.869999885559082,7.940000057220459,7.630000114440918,7.71999979019165,7.71999979019165,1804300,SNY
2020-02-24,8.3100004196167,8.5,7.929999828338623,8.15999984741211,8.15999984741211,5044200,SNY
2020-02-25,8.210000038146973,8.300000190734863,7.699999809265137,7.949999809265137,7.949999809265137,2947800,SNY
2020-02-26,8.649999618530273,11.210000038146973,8.319999694824219,9.220000267028809,9.220000267028809,24614800,SNY
2020-02-27,11.100000381469728,11.880000114440918,9.800000190734863,11.800000190734863,11.800000190734863,27547100,SNY
2020-02-28,14.9399995803833,17.709999084472656,12.720000267028809,16.0,16.0,36295500,SNY
2020-03-02,13.960000038146973,14.0,11.489999771118164,12.020000457763672,12.020000457763672,14261700,SNY
2020-03-03,10.5600004196167,11.109999656677246,9.920000076293944,10.779999732971191,10.779999732971191,9957300,SNY
2020-03-04,10.119999885559082,12.350000381469728,10.100000381469728,11.31999969482422,11.31999969482422,10977400,SNY
2020-03-05,11.850000381469728,13.399999618530272,11.710000038146973,12.869999885559082,12.869999885559082,14057100,SNY
2020-03-06,13.829999923706056,14.25,11.579999923706056,12.479999542236328,12.479999542236328,13250800,SNY
2020-03-09,12.510000228881836,13.0,9.600000381469728,10.020000457763672,10.020000457763672,8328800,SNY
2020-03-10,12.470000267028809,12.479999542236328,10.350000381469728,10.649999618530272,10.649999618530272,12365400,SNY
2020-03-11,10.510000228881836,10.800000190734863,9.31999969482422,10.510000228881836,10.510000228881836,9052100,SNY
2020-03-12,9.510000228881836,10.470000267028809,9.149999618530272,9.289999961853027,9.289999961853027,5488400,SNY
2020-03-13,9.5,9.729999542236328,7.519999980926514,8.40999984741211,8.40999984741211,6115400,SNY
2020-03-16,7.769999980926514,8.140000343322754,6.769999980926514,6.909999847412109,6.909999847412109,4779400,SNY
2020-03-17,8.0,10.1899995803833,7.849999904632568,9.5,9.5,11624000,SNY
2020-03-18,8.850000381469727,11.479999542236328,8.800000190734863,10.649999618530272,10.649999618530272,11034100,SNY
2020-03-19,10.979999542236328,13.199999809265137,10.800000190734863,11.579999923706056,11.579999923706056,11901400,SNY
2020-03-20,11.800000190734863,11.899999618530272,9.5600004196167,10.350000381469728,10.350000381469728,5726000,SNY
2020-03-23,10.710000038146973,11.170000076293944,10.029999732971191,10.760000228881836,10.760000228881836,3064600,SNY
2020-03-24,14.350000381469728,14.93000030517578,12.18000030517578,12.770000457763672,12.770000457763672,18556500,SNY
2020-03-25,13.010000228881836,13.130000114440918,11.399999618530272,11.75,11.75,6975400,SNY
2020-03-26,12.100000381469728,13.0,11.90999984741211,12.739999771118164,12.739999771118164,5283600,SNY
2020-03-27,12.649999618530272,13.449999809265137,12.149999618530272,13.050000190734863,13.050000190734863,8245600,SNY
2020-03-30,13.34000015258789,14.470000267028809,12.869999885559082,14.300000190734863,14.300000190734863,6502600,SNY
2020-03-31,13.93000030517578,14.359999656677246,13.25,13.579999923706056,13.579999923706056,6296200,SNY
2020-04-01,14.18000030517578,14.880000114440918,13.729999542236328,14.029999732971191,14.029999732971191,5953000,SNY
2020-04-02,13.649999618530272,13.989999771118164,13.210000038146973,13.859999656677246,13.859999656677246,3110300,SNY
2020-04-03,13.739999771118164,15.6899995803833,13.600000381469728,15.609999656677246,15.609999656677246,9144800,SNY
2020-04-06,15.600000381469728,16.59000015258789,15.0600004196167,16.100000381469727,16.100000381469727,5415800,SNY
2020-04-07,15.789999961853027,16.0,14.380000114440918,14.899999618530272,14.899999618530272,4704500,SNY
2020-04-08,17.149999618530273,18.25,16.299999237060547,17.18000030517578,17.18000030517578,13825700,SNY
2020-04-09,17.450000762939453,17.850000381469727,16.809999465942383,17.049999237060547,17.049999237060547,4760200,SNY
2020-04-13,17.850000381469727,17.889999389648438,17.049999237060547,17.639999389648438,17.639999389648438,4114700,SNY
2020-04-14,17.850000381469727,18.1200008392334,17.209999084472656,18.0,18.0,3936500,SNY
2020-04-15,17.549999237060547,17.940000534057617,17.110000610351562,17.530000686645508,17.530000686645508,3455100,SNY
2020-04-16,17.600000381469727,18.489999771118164,17.56999969482422,18.100000381469727,18.100000381469727,4188800,SNY
2020-04-17,18.100000381469727,19.799999237060547,17.729999542236328,19.07999992370605,19.07999992370605,7478600,SNY
2020-04-20,19.100000381469727,26.34000015258789,18.950000762939453,23.799999237060547,23.799999237060547,27006300,SNY
2020-04-21,24.040000915527344,26.100000381469727,19.18000030517578,21.530000686645508,21.530000686645508,15517500,SNY
2020-04-22,22.979999542236328,23.100000381469727,20.06999969482422,21.3700008392334,21.3700008392334,6478400,SNY
2020-04-23,21.420000076293945,21.950000762939453,20.190000534057617,20.3799991607666,20.3799991607666,4911400,SNY
2020-04-24,20.31999969482422,20.450000762939453,18.71999931335449,19.82999992370605,19.82999992370605,4962900,SNY
2020-04-27,20.200000762939453,21.850000381469727,20.0,21.01000022888184,21.01000022888184,5280400,SNY
2020-04-28,21.399999618530277,21.65999984741211,19.6200008392334,20.549999237060547,20.549999237060547,3983000,SNY
2020-04-29,20.020000457763672,20.299999237060547,18.0,18.40999984741211,18.40999984741211,6512300,SNY
